690i,750i,800i,850i,690ii,750ii,800ii,850ii,label,d690,d750,d800,d850,ai690,
0.16412,0.16668,0.1683,0.17024,0.046119,0.042368,0.04308,0.040838,1,0.210239,0.209048,0.21138,0.211078,0.82268,
0.15594,0.15891,0.16072,0.1636,0.046536,0.0433,0.044591,0.04227,1,0.202476,0.20221,0.205311,0.20587,0.87008,
0.15021,0.15146,0.15343,0.15469,0.048672,0.04634,0.047235,0.044266,1,0.198882,0.1978,0.200665,0.198956,0.83932,
0.14266,0.14563,0.14654,0.1489,0.051059,0.047272,0.048779,0.045417,1,0.193719,0.192902,0.195319,0.194317,0.8882,
0.13574,0.13905,0.13906,0.14168,0.052363,0.049904,0.05144,0.047108,1,0.188103,0.188954,0.1905,0.188788,0.92538,
0.1313,0.13284,0.13411,0.13512,0.054805,0.051489,0.052836,0.049691,1,0.186105,0.184329,0.186946,0.184811,0.87284,
0.12426,0.12705,0.1279,0.12978,0.058384,0.05399,0.055825,0.052486,1,0.182644,0.18104,0.183725,0.182266,0.93759,
0.11928,0.12137,0.12165,0.12405,0.059439,0.055984,0.057631,0.054294,1,0.178719,0.177354,0.179281,0.178344,0.92591,
0.11345,0.11599,0.11658,0.11918,0.062186,0.058845,0.060193,0.056337,1,0.175636,0.174835,0.176773,0.175517,0.96218,
0.10784,0.11109,0.11254,0.11438,0.065655,0.061901,0.063593,0.059108,1,0.173495,0.172991,0.176133,0.173488,1,
0.10369,0.1052,0.10595,0.10729,0.067347,0.062539,0.064299,0.060188,1,0.171037,0.167739,0.170249,0.167478,0.97906,
0.099544,0.10012,0.10217,0.10351,0.068929,0.065955,0.067568,0.062842,1,0.168473,0.166075,0.169738,0.166352,0.96632,
0.095173,0.097469,0.098235,0.099171,0.072564,0.068668,0.069982,0.066764,1,0.167737,0.166137,0.168217,0.165935,0.97326,
0.09118,0.091939,0.093181,0.095577,0.075117,0.070826,0.073021,0.06923,1,0.166297,0.162765,0.166202,0.164807,0.96983,
0.087841,0.088665,0.090414,0.091864,0.078308,0.074978,0.075747,0.072165,1,0.166149,0.163643,0.166161,0.164029,0.94023,
0.084313,0.084526,0.086374,0.087164,0.081,0.077838,0.07803,0.074302,1,0.165313,0.162364,0.164404,0.161466,0.92793,
0.079924,0.080998,0.081716,0.083383,0.083553,0.078885,0.08143,0.076979,1,0.163477,0.159883,0.163146,0.160362,0.9713,
0.076327,0.076859,0.078811,0.079636,0.086134,0.082889,0.084402,0.079515,1,0.162461,0.159748,0.163213,0.159151,0.97988,
0.072799,0.074858,0.076095,0.076349,0.088603,0.085603,0.088147,0.083155,1,0.161402,0.160461,0.164242,0.159504,0.99295,
0.070218,0.07138,0.072658,0.072824,0.092877,0.088414,0.091809,0.086161,1,0.163095,0.159794,0.164467,0.158985,0.95707,
0.067481,0.068547,0.06934,0.070048,0.096762,0.091553,0.095176,0.088369,1,0.164243,0.1601,0.164516,0.158417,0.93687,
0.064607,0.066325,0.067123,0.068719,0.10092,0.096718,0.098231,0.094005,1,0.165527,0.163043,0.165354,0.162724,0.93195,
0.062731,0.063458,0.063719,0.065364,0.10439,0.099987,0.10225,0.096541,1,0.167121,0.163445,0.165969,0.161905,0.86996,
0.059857,0.06066,0.061175,0.061618,0.10639,0.10242,0.10574,0.098983,1,0.166247,0.16308,0.166915,0.160601,0.8778,
0.057775,0.057827,0.059078,0.058995,0.11133,0.10656,0.1097,0.1038,1,0.169105,0.164387,0.168778,0.162795,0.8401,
0.054384,0.055672,0.056294,0.056389,0.11555,0.11151,0.11357,0.10608,1,0.169934,0.167182,0.169864,0.162469,0.89734,
0.052336,0.052449,0.053372,0.053324,0.11766,0.11463,0.11694,0.11145,1,0.169996,0.167079,0.170312,0.164774,0.86946,
0.049824,0.049939,0.050759,0.051433,0.12115,0.11815,0.12007,0.11411,1,0.170974,0.168089,0.170829,0.165543,0.88065,
0.047879,0.047971,0.049006,0.049219,0.12645,0.12266,0.12502,0.1177,1,0.174329,0.170631,0.174026,0.166919,0.85679,
0.046209,0.046462,0.047768,0.048044,0.13148,0.12782,0.1322,0.12439,1,0.177689,0.174282,0.179968,0.172434,0.81756,
0.044557,0.044646,0.046444,0.045898,0.13825,0.13243,0.13474,0.12958,1,0.182807,0.177076,0.181184,0.175478,0.78173,
0.041786,0.042492,0.043883,0.044297,0.14016,0.13678,0.14069,0.13177,1,0.181946,0.179272,0.184573,0.176067,0.83826,
0.04115,0.04027,0.042147,0.042202,0.14482,0.14154,0.14476,0.13721,1,0.18597,0.18181,0.186907,0.179412,0.73222,
0.038671,0.038421,0.040703,0.040176,0.15087,0.146,0.14939,0.14311,1,0.189541,0.184421,0.190093,0.183286,0.75059,
0.037587,0.037132,0.037609,0.037417,0.15329,0.15135,0.15499,0.14611,1,0.190877,0.188482,0.192599,0.183527,0.68837,
0.035987,0.036233,0.037592,0.036412,0.16253,0.15746,0.16097,0.15297,1,0.198517,0.193693,0.198562,0.189382,0.67275,
0.035178,0.034672,0.035839,0.035152,0.16705,0.16305,0.16585,0.15807,1,0.202228,0.197722,0.201689,0.193222,0.59498,
0.033147,0.032365,0.033347,0.033397,0.17205,0.16803,0.1713,0.16291,1,0.205197,0.200395,0.204647,0.196307,0.62464,
0.03177,0.031297,0.032711,0.032052,0.17832,0.17423,0.17762,0.1688,1,0.21009,0.205527,0.210331,0.200852,0.60331,
0.030428,0.030635,0.030803,0.031132,0.18351,0.18023,0.18405,0.17584,1,0.213938,0.210865,0.214853,0.206972,0.58317,
0.028827,0.028854,0.029926,0.029702,0.19202,0.1866,0.19063,0.18153,1,0.220847,0.215454,0.220556,0.211232,0.59095,
0.028345,0.027378,0.029324,0.028578,0.19663,0.19358,0.19709,0.18921,1,0.224975,0.220958,0.226414,0.217788,0.62777,
0.027898,0.025835,0.026798,0.02696,0.20379,0.20097,0.20459,0.19623,1,0.231688,0.226805,0.231388,0.22319,0.53419,
0.0264,0.02631,0.026694,0.026619,0.21209,0.21114,0.21272,0.20438,1,0.23849,0.23745,0.239414,0.230999,0.54255,
0.024318,0.024461,0.024735,0.024814,0.217,0.2155,0.21901,0.21246,1,0.241318,0.239961,0.243745,0.237274,0.6143,
0.023612,0.022629,0.023996,0.023434,0.22599,0.2231,0.22745,0.21769,1,0.249602,0.245729,0.251446,0.241124,0.55435,
0.022821,0.022663,0.023377,0.023605,0.23384,0.23263,0.23555,0.22558,1,0.256661,0.255293,0.258927,0.249185,0.50603,
0.021874,0.022086,0.023239,0.022447,0.24405,0.24148,0.2437,0.23815,1,0.265924,0.263566,0.266939,0.260597,0.47657,
0.020618,0.020729,0.021452,0.020778,0.25343,0.25154,0.25401,0.24709,1,0.274048,0.272269,0.275462,0.267868,0.48291,
0.020377,0.019355,0.020781,0.020437,0.26076,0.2596,0.26155,0.25461,1,0.281137,0.278955,0.282331,0.275047,0.50927,
0.019207,0.018218,0.0192,0.018938,0.26978,0.26854,0.26988,0.26135,1,0.288987,0.286758,0.28908,0.280288,0.51264,
0.018639,0.018167,0.019045,0.018632,0.27985,0.27848,0.28223,0.27215,1,0.298489,0.296647,0.301275,0.290782,0.45352,
0.017537,0.016692,0.016553,0.016639,0.28948,0.2869,0.29067,0.28345,1,0.307017,0.303592,0.307223,0.300089,0.45641,
0.016849,0.015928,0.016759,0.015992,0.2998,0.29723,0.30118,0.29237,1,0.316649,0.313158,0.317939,0.308362,0.41627,
0.016212,0.015351,0.015229,0.015328,0.30965,0.31106,0.31225,0.30435,1,0.325862,0.326411,0.327479,0.319678,0.37291,
0.015093,0.014317,0.014937,0.014527,0.32192,0.32065,0.32383,0.31555,1,0.337013,0.334967,0.338767,0.330077,0.38826,
0.014784,0.014181,0.015659,0.015021,0.33849,0.33548,0.33853,0.32915,1,0.353274,0.349661,0.354189,0.344171,0.31193,
0.014611,0.013859,0.014576,0.013642,0.35078,0.34962,0.35137,0.34366,1,0.365391,0.363479,0.365946,0.357302,0.33993,
0.012787,0.012773,0.013132,0.012518,0.3606,0.35689,0.3607,0.35254,1,0.373387,0.369663,0.373832,0.365058,0.45125,
0.012598,0.011484,0.012548,0.011785,0.37303,0.37165,0.37563,0.36428,1,0.385628,0.383134,0.388178,0.376065,0.36401,
0.011892,0.011246,0.011843,0.011223,0.38474,0.38265,0.38964,0.37757,1,0.396632,0.393896,0.401483,0.388793,0.34405,
0.011772,0.01067,0.011052,0.010695,0.39934,0.39905,0.40278,0.39401,1,0.411112,0.40972,0.413832,0.404705,0.29938,
0.011359,0.0092787,0.010777,0.010236,0.41621,0.41564,0.41738,0.40918,1,0.427569,0.4249187,0.428157,0.419416,0.24616,
0.0099131,0.009635,0.009918,0.0095713,0.43014,0.42872,0.4332,0.42235,1,0.4400531,0.438355,0.443118,0.4319213,0.32995,
0.0092075,0.008685,0.0096946,0.0085325,0.44693,0.44599,0.45047,0.44109,1,0.4561375,0.454675,0.4601646,0.4496225,0.34464,
0.0093452,0.0094314,0.0089382,0.0085665,0.4656,0.46767,0.46737,0.45997,1,0.4749452,0.4771014,0.4763082,0.4685365,0.22311,
0.0088461,0.0087868,0.0088523,0.0080045,0.48153,0.48467,0.48454,0.4777,1,0.4903761,0.4934568,0.4933923,0.4857045,0.18975,
0.008106,0.0074807,0.0082335,0.0074254,0.49857,0.50092,0.5016,0.49466,1,0.506676,0.5084007,0.5098335,0.5020854,0.19164,
0.0075725,0.0076842,0.0080788,0.0074765,0.51919,0.52117,0.52078,0.51405,1,0.5267625,0.5288542,0.5288588,0.5215265,0.16773,
0.0075037,0.0075824,0.0073053,0.0076979,0.54044,0.54202,0.54393,0.53493,1,0.5479437,0.5496024,0.5512353,0.5426279,0.2402,
0.0068325,0.0066834,0.0069443,0.0065398,0.55729,0.56084,0.56017,0.55419,1,0.5641225,0.5675234,0.5671143,0.5607298,0.23888,
0.0063334,0.0062933,0.0062052,0.0055691,0.57918,0.58176,0.58257,0.57312,1,0.5855134,0.5880533,0.5887752,0.5786891,0.21507,
0.0056105,0.0057674,0.0055005,0.0053647,0.59814,0.60311,0.60583,0.59815,1,0.6037505,0.6088774,0.6113305,0.6035147,0.22717,
0.0050254,0.0047836,0.0053801,0.0046665,0.6205,0.62488,0.6268,0.62001,1,0.6255254,0.6296636,0.6321801,0.6246765,0.22154,
0.0041649,0.0044952,0.0046582,0.0042066,0.64647,0.64791,0.64958,0.6434,1,0.6506349,0.6524052,0.6542382,0.6476066,0.26247,
0.0039067,0.0040033,0.0040394,0.0032188,0.66992,0.6705,0.67267,0.66726,1,0.6738267,0.6745033,0.6767094,0.6704788,0.21028,
0.0033388,0.0035961,0.0041425,0.0026227,0.69248,0.69706,0.69875,0.69525,1,0.6958188,0.7006561,0.7028925,0.6978727,0.21011,
0.0045091,0.0038845,0.004091,0.0036276,0.72079,0.72297,0.72451,0.72109,1,0.7252991,0.7268545,0.728601,0.7247176,0.1592,
0.0029774,0.0033078,0.0030768,0.0027249,0.7487,0.74824,0.75054,0.74758,1,0.7516774,0.7515478,0.7536168,0.7503049,0.20125,
0.0023234,0.0022221,0.0029221,0.0020607,0.77204,0.77649,0.77879,0.77655,1,0.7743634,0.7787121,0.7817121,0.7786107,0.22142,
0.0020824,0.0026293,0.0022517,0.0021118,0.80248,0.80838,0.80664,0.80931,1,0.8045624,0.8110093,0.8088917,0.8114218,0.17335,
0.0019275,0.0016793,0.001822,0.001635,0.83439,0.83899,0.83369,0.8421,1,0.8363175,0.8406693,0.835512,0.843735,0.11212,
0.0014284,0.0012892,0.0015642,0.0010219,0.86578,0.86753,0.86523,0.87258,1,0.8672084,0.8688192,0.8667942,0.8736019,0.11188,
0.0012563,0.0016115,0.0019939,0.00095373,0.89719,0.89634,0.89518,0.90146,1,0.8984463,0.8979515,0.8971739,0.90241373,0.056558,
0.00087772,0.00015267,0.0011001,0.00074936,0.92954,0.92533,0.92939,0.93258,1,0.93041772,0.92548267,0.9304901,0.93332936,0.03893,
0,0,0,0.00025546,0.96318,0.9577,0.96201,0.96849,1,0.96318,0.9577,0.96201,0.96874546,0.11431,
0.0001721,0.00011874,0.0004641,0,1,1,1,1,1,1.0001721,1.00011874,1.0004641,1,0,
0.00018061,1,1,1,0.15618,0.00011441,0,0,1,0.15636061,1.00011441,1,1,0.29425,
0.00096325,0.95505,0.98519,0.97753,0.11672,0.00031053,0.00032472,0.00075026,1,0.11768325,0.95536053,0.98551472,0.97828026,0.26087,
0.0018663,0.91506,0.91306,0.91738,0.066607,0,0.00016236,0.00065023,1,0.0684733,0.91506,0.91322236,0.91803023,0.22784,
0,0.88492,0.88149,0.88751,0.20555,0.00075182,0.0008605,0.00052518,1,0.20555,0.88567182,0.8823505,0.88803518,0.25603,
0.00018061,0.85218,0.84942,0.85687,0.24687,0.0004086,0.00090921,0.0012254,1,0.24705061,0.8525886,0.85032921,0.8580954,0.22842,
0.0016857,0.82141,0.82289,0.82526,0.11658,0.0018305,0.0015099,0.0023258,1,0.1182657,0.8232405,0.8243999,0.8275858,0.23758,
0.0014148,0.79297,0.79257,0.79465,0.21709,0.00070279,0.001104,0.00080028,1,0.2185048,0.79367279,0.793674,0.79545028,0.258,
0.0035219,0.7656,0.76179,0.76808,0.028623,0.00152,0.0021594,0.0018506,1,0.0321449,0.76712,0.7639494,0.7699306,0.25095,
0.0013245,0.73598,0.73555,0.737,0.27946,0.0017488,0.002614,0.0013755,1,0.2807845,0.7377288,0.738164,0.7383755,0.22267,
0.0049667,0.711,0.70816,0.71186,0,0.003612,0.003718,0.0036013,1,0.0049667,0.714612,0.711878,0.7154613,0.2013,
0.0037326,0.6831,0.68158,0.6871,0.20601,0.0034322,0.003718,0.0035763,1,0.2097426,0.6865322,0.685298,0.6906763,0.19077,
0.0047259,0.65544,0.65643,0.6592,0.16154,0.0034649,0.0043187,0.0037513,1,0.1662659,0.6589049,0.6607487,0.6629513,0.18962,
0.0050269,0.62901,0.63422,0.63334,0.19794,0.0041023,0.0046435,0.0043015,1,0.2029669,0.6331123,0.6388635,0.6376415,0.16756,
0.0050871,0.60832,0.61021,0.61093,0.26278,0.004135,0.0041726,0.0053019,1,0.2678671,0.612455,0.6143826,0.6162319,0.15729,
0.0064116,0.58738,0.58808,0.59023,0.18925,0.0057694,0.0055202,0.005702,1,0.1956616,0.5931494,0.5936002,0.595932,0.21451,
0.0053581,0.56184,0.56457,0.56364,0.29067,0.0053608,0.0059586,0.0050518,1,0.2960281,0.5672008,0.5705286,0.5686918,0.21159,
0.0070136,0.53982,0.54298,0.54319,0.18456,0.0062597,0.0064294,0.0070275,1,0.1915736,0.5460797,0.5494094,0.5502175,0.20809,
0.0068932,0.52153,0.52496,0.52304,0.27108,0.0068808,0.0074198,0.0068524,1,0.2779732,0.5284108,0.5323798,0.5298924,0.18489,
0.0074652,0.50415,0.50392,0.50316,0.28588,0.0070442,0.0068515,0.0074276,1,0.2933452,0.5111942,0.5107715,0.5105876,0.21844,
0.0084585,0.48255,0.48666,0.48562,0.18985,0.0083681,0.0079881,0.0082779,1,0.1983085,0.4909181,0.4946481,0.4938979,0.15814,
0.0086692,0.46649,0.46677,0.46813,0.24419,0.0080248,0.0080855,0.0082779,1,0.2528592,0.4745148,0.4748555,0.4764079,0.08124,
0.0089401,0.44694,0.44851,0.44765,0.29402,0.0091689,0.0091408,0.0091032,1,0.3029601,0.4561089,0.4576508,0.4567532,0.21044,
0.010415,0.43137,0.43298,0.43117,0.22752,0.0090709,0.0099851,0.0097534,1,0.237935,0.4404409,0.4429651,0.4409234,0.13393,
0.0093013,0.41385,0.41706,0.4162,0.34426,0.0097246,0.010456,0.010104,1,0.3535613,0.4235746,0.427516,0.426304,0.082698,
0.011168,0.39747,0.40046,0.39942,0.24324,0.0098063,0.010911,0.010779,1,0.254408,0.4072763,0.411371,0.410199,0.093955,
0.012131,0.38523,0.38524,0.38686,0.23389,0.011571,0.010975,0.010879,1,0.246021,0.396801,0.396215,0.397739,0.16514,
0.012974,0.37043,0.3721,0.372,0.23818,0.012748,0.012534,0.01303,1,0.251154,0.383178,0.384634,0.38503,0.12089,
0.013064,0.35576,0.357,0.35553,0.31152,0.012291,0.012339,0.011479,1,0.324584,0.368051,0.369339,0.367009,0.13972,
0.01487,0.34502,0.34341,0.34434,0.23593,0.013222,0.013151,0.01438,1,0.2508,0.358242,0.356561,0.35872,0.14175,
0.016646,0.33275,0.33127,0.33364,0.27747,0.014088,0.013654,0.01448,1,0.294116,0.346838,0.344924,0.34812,0.16207,
0.015442,0.31962,0.31899,0.32024,0.31868,0.01484,0.015473,0.015455,1,0.334122,0.33446,0.334463,0.335695,0.22695,
0.016496,0.30817,0.30866,0.30768,0.31553,0.01569,0.015798,0.015756,1,0.332026,0.32386,0.324458,0.323436,0.2027,
0.016736,0.29631,0.29703,0.29684,0.38235,0.016442,0.017275,0.017106,1,0.399086,0.312752,0.314305,0.313946,0.15341,
0.016676,0.28353,0.28622,0.28458,0.43922,0.016605,0.017064,0.01553,1,0.455896,0.300135,0.303284,0.30011,0.18862,
0.018693,0.27589,0.27716,0.27744,0.36279,0.018583,0.018103,0.019182,1,0.381483,0.294473,0.295263,0.296622,0.17646,
0.019054,0.26547,0.26622,0.26554,0.42417,0.019286,0.019288,0.018406,1,0.443224,0.284756,0.285508,0.283946,0.19428,
0.02074,0.25736,0.25801,0.25711,0.38315,0.019498,0.020116,0.019782,1,0.40389,0.276858,0.278126,0.276892,0.2134,
0.021703,0.24837,0.24828,0.24857,0.40184,0.02074,0.020961,0.021483,1,0.423543,0.26911,0.269241,0.270053,0.16311,
0.023419,0.24176,0.24059,0.24409,0.36741,0.022391,0.022503,0.022858,1,0.390829,0.264151,0.263093,0.266948,0.18317,
0.023178,0.22734,0.23067,0.22769,0.48014,0.022489,0.022763,0.023083,1,0.503318,0.249829,0.253433,0.250773,0.15483,
0.024864,0.22007,0.2214,0.2196,0.45291,0.023355,0.024321,0.023258,1,0.477774,0.243425,0.245721,0.242858,0.17171,
0.024623,0.21179,0.21475,0.2127,0.41597,0.024908,0.025328,0.025184,1,0.440593,0.236698,0.240078,0.237884,0.14855,
0.025917,0.2039,0.20779,0.20451,0.42128,0.026461,0.02674,0.026284,1,0.447197,0.230361,0.23453,0.230794,0.1233,
0.02685,0.19772,0.20171,0.19815,0.45466,0.026412,0.027893,0.025609,1,0.48151,0.224132,0.229603,0.223759,0.13386,
0.027513,0.19036,0.19391,0.19081,0.50918,0.027539,0.029062,0.026584,1,0.536693,0.217899,0.222972,0.217394,0.18977,
0.029861,0.18305,0.18776,0.18355,0.45181,0.029435,0.030345,0.02896,1,0.481671,0.212485,0.218105,0.21251,0.18143,
0.030493,0.17797,0.1803,0.1776,0.51284,0.031151,0.031627,0.030761,1,0.543333,0.209121,0.211927,0.208361,0.13694,
0.030764,0.17103,0.17336,0.17055,0.5609,0.031838,0.032342,0.032111,1,0.591664,0.202868,0.205702,0.202661,0.17592,
0.0326,0.16504,0.16808,0.16666,0.54721,0.033064,0.033706,0.032436,1,0.57981,0.198104,0.201786,0.199096,0.18897,
0.034105,0.15944,0.16168,0.16025,0.55889,0.035041,0.035719,0.034912,1,0.592995,0.194481,0.197399,0.195162,0.15997,
0.03558,0.15329,0.15776,0.15447,0.49745,0.03563,0.036628,0.036188,1,0.53303,0.18892,0.194388,0.190658,0.17896,
0.037567,0.14897,0.1518,0.1497,0.48657,0.03728,0.038609,0.037338,1,0.524137,0.18625,0.190409,0.187038,0.13469,
0.037988,0.14271,0.14673,0.143,0.57203,0.038506,0.039616,0.038764,1,0.610018,0.181216,0.186346,0.181764,0.16324,
0.041961,0.13973,0.14058,0.13889,0.45455,0.040941,0.042165,0.041139,1,0.496511,0.180671,0.182745,0.180029,0.091782,
0.040757,0.13358,0.13683,0.13337,0.63679,0.042707,0.043285,0.04219,1,0.677547,0.176287,0.180115,0.17556,0.088892,
0.044069,0.12897,0.13272,0.13073,0.56487,0.044341,0.045347,0.045366,1,0.608939,0.173311,0.178067,0.176096,0.060912,
0.044821,0.12435,0.1267,0.12427,0.64093,0.045027,0.046467,0.045666,1,0.685751,0.169377,0.173167,0.169936,0.077428,
0.048192,0.1201,0.1234,0.12103,0.57759,0.048214,0.049308,0.048567,1,0.625782,0.168314,0.172708,0.169597,0.1227,
0.049517,0.11702,0.11993,0.11628,0.62858,0.049963,0.051354,0.050093,1,0.678097,0.166983,0.171284,0.166373,0.1334,
0.052918,0.11248,0.11453,0.11297,0.57618,0.052562,0.053091,0.052843,1,0.629098,0.165042,0.167621,0.165813,0.10667,
0.053851,0.10847,0.11143,0.10931,0.65347,0.054082,0.055364,0.055444,1,0.707321,0.162552,0.166794,0.164754,0.12929,
0.057133,0.10429,0.10604,0.10369,0.61756,0.055912,0.056858,0.055494,1,0.674693,0.160202,0.162898,0.159184,0.14882,
0.058306,0.10114,0.10364,0.10276,0.68906,0.058952,0.060316,0.058771,1,0.747366,0.160092,0.163956,0.161531,0.046654,
0.059992,0.096646,0.098925,0.097422,0.73912,0.060636,0.06233,0.060696,1,0.799112,0.157282,0.161255,0.158118,0.089867,
0.061527,0.092822,0.09657,0.093516,0.71412,0.063349,0.06483,0.063097,1,0.775647,0.156171,0.1614,0.156613,0.091184,
0.06541,0.090448,0.092444,0.090182,0.66877,0.065686,0.066859,0.066648,1,0.73418,0.156134,0.159303,0.15683,0.076231,
0.067819,0.086545,0.0905,0.087641,0.69637,0.069903,0.070253,0.069649,1,0.764189,0.156448,0.160753,0.15729,0.052305,
0.069805,0.083677,0.086642,0.083609,0.74674,0.071766,0.071795,0.07105,1,0.816545,0.155443,0.158437,0.154659,0.063256,
0.072093,0.079901,0.082548,0.080322,0.78783,0.075002,0.075773,0.074976,1,0.859923,0.154903,0.158321,0.155298,0.078319,
0.076397,0.077432,0.081426,0.078639,0.74738,0.078679,0.078403,0.077452,1,0.823777,0.156111,0.159829,0.156091,0.049506,
0.078535,0.074564,0.077379,0.074495,0.8039,0.08118,0.082543,0.080378,1,0.882435,0.155744,0.159922,0.154873,0.067276,
0.081725,0.07125,0.074297,0.072225,0.82132,0.084122,0.085596,0.08558,1,0.903045,0.155372,0.159893,0.157805,0.060031,
0.085157,0.069625,0.072036,0.069256,0.83439,0.086819,0.090694,0.089081,1,0.919547,0.156444,0.16273,0.158337,0.054062,
0.08892,0.066757,0.068764,0.067604,0.84012,0.092163,0.092934,0.091907,1,0.92904,0.15892,0.161698,0.159511,0.037012,
0.09202,0.063921,0.066045,0.064223,0.87712,0.094631,0.096474,0.094683,1,0.96914,0.158552,0.162519,0.158906,0.038412,
0.095993,0.061675,0.063863,0.061857,0.88634,0.10051,0.10073,0.099535,1,0.982333,0.162185,0.164593,0.161392,0.022307,
0.099576,0.05895,0.060449,0.058316,0.91607,0.1032,0.10524,0.10306,1,1.015646,0.16215,0.165689,0.161376,0.09371,
0.10581,0.057325,0.059516,0.057602,0.85708,0.10813,0.11037,0.11011,1,0.96289,0.165455,0.169886,0.167712,0.074048,
0.10945,0.054728,0.05705,0.054871,0.89712,0.11356,0.11479,0.11346,1,1.00657,0.168288,0.17184,0.168331,0.058692,
0.11354,0.05331,0.0546,0.052982,0.92728,0.11889,0.12092,0.11909,1,1.04082,0.1722,0.17552,0.172072,0.080584,
0.11806,0.050426,0.052988,0.051426,0.94936,0.12331,0.12443,0.12387,1,1.06742,0.173736,0.177418,0.175296,0.042259,
0.12405,0.048849,0.050364,0.0486,0.93011,0.12928,0.1301,0.1305,1,1.05416,0.178129,0.180464,0.1791,0.059757,
0.12856,0.046443,0.048356,0.047012,0.96579,0.13497,0.13692,0.13497,1,1.09435,0.181413,0.185276,0.181982,0.11814,
