i690,i750,i800,i850,ia,i690_left,i690_right,i690_ctr,ii690,ii750,ii800,ii850,iia,ii690_left,ii690_right,ii690_ctr
1846,1972,2033,1989,0.4567,,,,8289,23683,29301,12283,0.3555,,,
1827,1936,2063,1994,0.3221,,,,8583,24948,30698,12873,0.4155,,,
1794,1919,2002,1991,0.7199,,,,9096,26284,32335,13512,0.3922,,,
1808,1883,1932,1982,0.3839,,,,9608,27691,34134,14202,0.3864,,,
1740,1867,1963,1956,1,,,,10098,29380,35702,14952,0.3831,,,
1782,1853,1938,1897,0.4953,,,,10670,30814,37688,15671,0.3749,,,
1739,1866,1939,1881,0.7202,,,,11300,32634,39733,16452,0.3652,,,
1743,1822,1923,1855,0.536,,,,11891,34338,41749,17329,0.3824,,,
1708,1812,1884,1893,0.8445,,,,12609,36409,43954,18178,0.3718,,,
1699,1822,1879,1871,0.7036,,,,13322,38449,46383,19224,0.3696,,,
1681,1780,1830,1840,0.757,,,,14096,40598,48711,20279,0.365,,,
1683,1788,1844,1808,0.1651,,,,14887,42658,51335,21274,0.3661,,,
1638,1729,1823,1805,0.2734,,,,15682,44901,54042,22338,0.3687,,,
1638,1744,1800,1802,0.2734,,,,16597,47422,56652,23548,0.3786,,,
57158,58992,58440,57825,0.4035,,,,17586,49940,59703,24744,0.3782,,,
55061,56869,56099,55827,0.2882,,,,2002,2112,2291,2048,0.3716,,,
53006,54923,53856,53712,0.3878,,,,1958,2106,2331,2066,0.4954,,,
51005,52965,51788,51941,0.2926,,,,1993,2111,2311,2076,0.4954,,,
48926,50878,49799,49685,0.4942,,,,1959,2098,2394,2050,0.2477,,,
47098,48879,47755,47578,0.3988,,,,2009,2071,2340,2051,0.2477,,,
45286,47111,45829,45680,0.3185,,,,1931,2142,2327,2019,0.6193,,,
43364,45251,44039,43852,0.4118,,,,1972,2156,2342,2118,0.6193,,,
41685,43393,42266,42015,0.4792,,,,1968,2137,2397,1988,0.6193,,,
39971,41767,40661,40268,0.4274,,,,1946,2137,2348,2051,0.6193,,,
38483,40368,38846,38590,0.3606,,,,1942,2167,2378,2066,0.6193,,,
36939,38622,37390,36879,0.4553,,,,1943,2115,2402,2056,0.867,,,
35524,37052,35946,35300,0.3969,,,,1995,2119,2406,2046,0.867,,,
34270,35724,34420,33908,0.4672,,,,1978,2120,2402,2086,0.867,,,
33089,34320,33110,32610,0.388,,,,1965,2121,2404,2047,0.867,,,
31584,32916,31781,31110,0.4685,,,,1966,2156,2420,2083,0.867,,,
30481,31470,30472,29770,0.4,,,,2008,2169,2455,2097,0.9,,,
29314,30499,29251,28650,0.3744,,,,1973,2136,2507,2041,0.6696,,,
28193,29267,28104,27433,0.3353,,,,1947,2169,2482,2076,0.7431,,,
27170,28054,27044,26348,0.2977,,,,1945,2199,2479,2052,0.7431,,,
26195,27048,26002,25275,0.4455,,,,1944,2188,2511,2112,0.7431,,,
25058,25961,24886,24111,0.4657,,,,1953,2174,2531,2119,0.7431,,,
24158,24919,23846,23173,0.4209,,,,1929,2207,2542,2087,0.7431,,,
23203,23886,22881,22175,0.407,,,,1961,2186,2594,2091,0.7431,,,
22233,22985,21873,21281,0.4142,,,,1974,2189,2604,2121,0.7431,,,
21403,22179,21047,20414,0.3927,,,,1949,2222,2656,2130,0.7431,,,
20521,21165,20109,19562,0.4031,,,,1916,2254,2644,2083,0.7431,,,
19781,20366,19354,18687,0.3826,,,,1962,2214,2627,2108,0.7431,,,
19028,19750,18535,18135,0.3713,,,,1925,2258,2700,2097,0.6193,,,
18344,19007,17926,17331,0.3563,,,,1962,2206,2688,2146,0.7569,,,
17464,18083,17104,16525,0.3927,,,,1978,2298,2756,2125,0.5155,,,
16958,17426,16386,15874,0.36,,,,1963,2299,2767,2162,0.2068,,,
16199,16763,15897,15225,0.3999,,,,1965,2297,2753,2143,0.8036,,,
15531,16037,15232,14584,0.4122,,,,1972,2289,2832,2155,0.8593,,,
15118,15633,14733,14196,0.3725,,,,1941,2345,2803,2166,1,,,
14478,14928,13968,13488,0.3967,,,,1990,2316,2899,2193,0.7759,,,
13900,14403,13483,13027,0.4225,,,,1989,2326,2878,2173,0.5438,,,
13435,13881,12929,12502,0.4001,,,,1953,2385,2947,2184,0,,,
13155,13542,12650,12229,0.331,,,,1980,2426,3034,2176,0.526,,,
12390,12729,12108,11455,0.4355,,,,2033,2420,2999,2211,0.2029,,,
11880,12290,11535,10998,0.2996,,,,1963,2443,3044,2166,0.4812,,,
11454,11742,11183,10548,0.3079,,,,1975,2445,3088,2196,0.4606,,,
11085,11347,10779,10208,0.2947,,,,1990,2444,3089,2195,0.3691,,,
10681,10947,10402,9840,0.3204,,,,1981,2452,3187,2215,0.3483,,,
10343,10600,10026,9442,0.3149,,,,1986,2508,3222,2294,0.5105,,,
9878,10231,9649,9152,0.3716,,,,1967,2473,3255,2247,0.7048,,,
9566,9878,9336,8791,0.3477,,,,2017,2543,3303,2270,0.3397,,,
9257,9486,8961,8440,0.3638,,,,2023,2571,3316,2265,0.1519,,,
8921,9211,8691,8188,0.4058,,,,1949,2545,3397,2264,0.748,,,
8605,8905,8397,7941,0.4009,,,,1983,2586,3425,2355,0.8156,,,
8405,8638,8136,7666,0.3842,,,,2017,2656,3553,2339,0.3049,,,
8128,8280,7897,7389,0.3983,,,,1969,2669,3605,2317,0.8292,,,
7806,8041,7595,7209,0.4179,,,,2001,2689,3654,2367,0.6148,,,
7580,7749,7377,6899,0.4002,,,,2015,2758,3762,2410,0.3421,,,
7343,7502,7139,6719,0.4193,,,,2070,2763,3769,2421,0.1242,,,
7095,7331,6888,6490,0.4529,,,,2080,2798,3849,2440,0.1633,,,
6866,7033,6712,6273,0.4616,,,,2056,2834,3947,2450,0.3045,,,
6641,6835,6468,6072,0.3338,,,,2044,2962,3995,2486,0.3227,,,
6432,6624,6389,5990,0.3494,,,,2044,2917,4113,2502,0.3741,,,
6246,6425,6086,5709,0.3656,,,,2042,2916,4166,2488,0.397,,,
6054,6212,5957,5571,0.3729,,,,2118,3026,4271,2529,0.2427,,,
5879,6027,5771,5378,0.3672,,,,2136,3052,4398,2595,0.1944,,,
5644,5906,5582,5270,0.4654,,,,2101,3110,4481,2611,0.2469,,,
5523,5744,5454,5099,0.422,,,,2118,3160,4547,2617,0.3419,,,
5371,5543,5299,4898,0.4257,,,,2094,3223,4691,2649,0.3532,,,
5209,5346,5132,4851,0.4516,,,,2142,3274,4746,2736,0.2561,,,
5041,5161,5033,4593,0.5156,,,,2159,3336,4900,2733,0.2555,,,
4920,5042,4835,4526,0.5142,,,,2170,3381,5039,2767,0.3262,,,
4761,4875,4747,4406,0.5367,,,,2156,3412,5163,2824,0.384,,,
4615,4777,4568,4330,0.4956,,,,2172,3501,5317,2805,0.34,,,
4510,4604,4464,4203,0.2815,,,,2202,3591,5422,2905,0.1883,,,
4362,4504,4334,4087,0.3074,,,,2212,3680,5544,2883,0.3224,,,
4242,4345,4261,3957,0.3099,,,,2222,3722,5727,2976,0.3007,,,
4125,4260,4142,3851,0.3975,,,,2247,3840,5885,2985,0.2605,,,
4030,4151,4055,3781,0.3882,,,,2260,3838,6027,3059,0.3617,,,
3941,4031,3936,3660,0.3637,,,,2315,3979,6162,3108,0.2854,,,
3774,3931,3778,3632,0.4955,,,,2318,4056,6354,3173,0.2789,,,
3710,3846,3694,3504,0.4189,,,,2313,4227,6630,3208,0.3508,,,
3636,3748,3633,3430,0.4226,,,,2385,4327,6814,3290,0.2304,,,
3532,3629,3545,3374,0.4973,,,,2387,4381,7017,3318,0.267,,,
3452,3581,3441,3311,0.5144,,,,2434,4526,7253,3473,0.2745,,,
3362,3439,3434,3202,0.5153,,,,2437,4618,7504,3481,0.3075,,,
3256,3377,3332,3127,0.5857,,,,2453,4790,7725,3557,0.2999,,,
3223,3374,3246,3068,0.2107,,,,2527,4946,7983,3639,0.2625,,,
3123,3256,3187,3041,0.2735,,,,2528,5039,8176,3729,0.3103,,,
3072,3183,3090,2953,0.2043,,,,2576,5256,8529,3859,0.3003,,,
3030,3136,3067,2882,0.2489,,,,2635,5364,8804,3940,0.2489,,,
2948,3047,3000,2845,0.2988,,,,2654,5580,9169,3988,0.3076,,,
2843,2995,2961,2771,0.4049,,,,2731,5733,9393,4100,0.2812,,,
2860,2962,2887,2772,0.3349,,,,2788,5948,9845,4222,0.2783,,,
2714,2868,2837,2667,0.4495,,,,2807,6205,10200,4347,0.2736,,,
2715,2852,2809,2603,0.4199,,,,2799,6398,10535,4477,0.2892,,,
2684,2756,2739,2660,0.3262,,,,2924,6587,10998,4629,0.2617,,,
2616,2745,2675,2526,0.3919,,,,2992,6832,11390,4720,0.2353,,,
2550,2653,2625,2531,0.505,,,,3112,7073,11847,4868,0.2065,,,
2518,2617,2608,2461,0.5268,,,,3104,7402,12348,4991,0.2709,,,
2450,2554,2533,2447,0.59,,,,3221,7692,12831,5211,0.2542,,,
2412,2492,2553,2389,0.6039,,,,3267,7957,13329,5382,0.27,,,
2382,2501,2466,2383,0.6741,,,,3373,8340,13990,5557,0.2593,,,
2346,2444,2457,2313,0.5593,,,,3505,8701,14569,5805,0.2525,,,
2285,2399,2383,2322,0.1306,,,,3525,8954,15164,5908,0.2702,,,
2270,2348,2345,2230,0.0479,,,,3664,9366,15794,6130,0.2711,,,
2239,2345,2301,2217,0.0208,,,,3770,9666,16464,6334,0.2654,,,
2163,2280,2269,2175,0.1755,,,,3865,10196,17249,6603,0.2702,,,
2156,2231,2268,2168,0.1622,,,,4043,10575,18029,6843,0.2498,,,
2119,2179,2246,2118,0.2068,,,,4152,11122,18799,7062,0.2669,,,
2107,2183,2182,2119,0.2618,,,,4295,11532,19741,7425,0.2677,,,
2041,2176,2171,2085,0.3367,,,,4471,12139,20629,7717,0.2696,,,
2044,2150,2177,2053,0.2046,,,,4621,12785,21512,8120,0.266,,,
2057,2079,2108,2067,0,,,,4839,13327,22574,8463,0.2482,,,
1978,2090,2112,2040,0.3978,,,,5007,13992,23602,8747,0.2477,,,
1934,2039,2076,2003,0.4248,,,,5247,14697,24880,9191,0.251,,,
1933,2030,2060,1986,0.3376,,,,5370,15449,25922,9571,0.2308,,,
1900,2012,2031,1926,0.457,,,,5582,16124,27116,9998,0.2351,,,
1896,1981,1964,1927,0.3928,,,,5806,16891,28414,10374,0.2431,,,
1886,1956,1980,1927,0.3057,,,,6083,17787,29820,10874,0.2387,,,
1876,1918,1981,1874,0.2935,,,,6361,18666,31309,11414,0.2363,,,
1813,1901,1910,1873,0.6396,,,,6641,19664,32979,12019,0.242,,,
1776,1851,1899,1838,0.554,,,,7028,20593,34630,12554,0.2297,,,
1767,1845,1887,1804,0.6351,,,,7261,21651,36364,13152,0.2465,,,
1744,1832,1866,1816,0.9193,,,,7635,22808,38209,13826,0.2487,,,
1713,1816,1840,1777,0.6621,,,,7996,23991,40149,14454,0.2607,,,
1703,1793,1849,1764,1,,,,8376,25331,42143,15220,0.2589,,,
1707,1815,1825,1767,0.8425,,,,8840,26700,44411,16017,0.2644,,,
1668,1765,1794,1724,0.9983,,,,9319,28096,46550,16828,0.2653,,,
1674,1732,1763,1727,0.5966,,,,9769,29512,48996,17631,0.26,,,
1658,1747,1776,1731,0.9511,,,,10304,31019,51405,18438,0.2596,,,
1638,1715,1760,1678,0.6373,,,,10893,32595,54020,19316,0.2668,,,
58279,60423,52872,51159,0.2202,,,,11437,34416,56615,20407,0.2443,,,
56629,58378,51094,49316,0.2202,,,,2400,2674,2623,2315,1,,,
54924,56634,49292,47758,0.2202,,,,2448,2667,2622,2314,0.937,,,
53368,55037,47620,46208,0.2202,,,,2497,2739,2681,2309,0.7753,,,
51584,53079,45932,44260,0.2202,,,,2477,2707,2691,2366,0.9001,,,
49904,51314,44308,42565,0.2202,,,,2518,2775,2677,2339,0.7319,,,
48250,49415,42837,40938,0.2202,,,,2522,2805,2747,2380,0.8599,,,
46819,47886,41080,39374,0.2202,,,,2539,2838,2768,2436,0.8174,,,
45259,45965,39574,37676,0.2202,,,,2558,2857,2777,2401,0.9239,,,
43700,44505,38199,36328,0.2202,,,,2598,2868,2808,2389,0.5731,,,
42339,43090,36748,34987,0.2202,,,,2615,2900,2861,2428,0.7389,,,
41045,41443,35531,33506,0.2202,,,,2653,2933,2822,2465,0.788,,,
39485,39919,34222,32221,0.2202,,,,2623,2970,2914,2507,0.7914,,,
38216,38685,32948,31087,0.2202,,,,2648,3020,2969,2482,0.8174,,,
37041,37454,31789,29921,0.2202,,,,2694,3010,2914,2503,0.732,,,
35789,36097,30571,28699,0.2202,,,,2737,3059,3030,2553,0.7702,,,
34667,34847,29494,27645,0.2202,,,,2710,3127,3059,2558,0.8395,,,
33593,33854,28551,26678,0.2202,,,,2812,3179,3056,2621,0.6386,,,
32380,32761,27532,25678,0.2202,,,,2821,3196,3080,2605,0.72,,,
31448,31680,26459,24803,0.2202,,,,2839,3286,3127,2644,0.7169,,,
30549,30694,25706,23960,0.2202,,,,2857,3271,3178,2647,0.6428,,,
29443,29614,24666,22987,0.2202,,,,2934,3322,3241,2699,0.519,,,
28565,28577,23862,22161,0.2202,,,,2942,3376,3246,2707,0.5687,,,
27676,27687,23069,21288,0.2202,,,,2947,3421,3307,2727,0.6124,,,
26834,26750,22266,20511,0.2202,,,,2995,3480,3378,2734,0.6221,,,
25996,25893,21409,19848,0.2202,,,,3040,3524,3331,2761,0.5245,,,
25096,25008,20781,19093,0.2202,,,,3043,3554,3464,2761,0.6653,,,
24379,24172,20031,18414,0.2202,,,,3067,3595,3470,2843,0.56,,,
23584,23499,19356,17897,0.2202,,,,3106,3700,3497,2865,0.5764,,,
22925,22696,18787,17274,0.2202,,,,3175,3694,3599,2900,0.5357,,,
22123,21864,18058,16467,0.2202,,,,3199,3772,3605,2964,0.4994,,,
21470,21216,17472,15922,0.2202,,,,3236,3836,3610,2941,0.5552,,,
20698,20436,16951,15376,0.2202,,,,3270,3905,3744,2996,0.5775,,,
20122,19818,16289,14855,0.2202,,,,3304,3967,3707,3019,0.4814,,,
19567,19279,15862,14404,0.2202,,,,3325,4051,3831,3062,0.5182,,,
18874,18526,15306,13831,0.2202,,,,3409,4098,3870,3114,0.4532,,,
18389,17955,14799,13401,0.2202,,,,3392,4142,3934,3127,0.4888,,,
17835,17562,14301,13041,0.2202,,,,3449,4200,4013,3160,0.5078,,,
17542,17210,14002,12773,0.2202,,,,3526,4320,4093,3222,0.3951,,,
16650,16270,13380,12039,0.2202,,,,3608,4391,4187,3258,0.4423,,,
16138,15746,12955,11699,0.2202,,,,3636,4417,4267,3248,0.4012,,,
15707,15265,12570,11272,0.2202,,,,3711,4503,4248,3369,0.3662,,,
15192,14850,12195,10886,0.2202,,,,3755,4538,4388,3401,0.3848,,,
14716,14357,11825,10546,0.2202,,,,3755,4667,4429,3472,0.3933,,,
14289,13927,11464,10179,0.2202,,,,3872,4779,4594,3463,0.3554,,,
13864,13469,11151,9917,0.2202,,,,3877,4814,4679,3528,0.4201,,,
13519,13070,10834,9614,0.2202,,,,3981,4925,4753,3605,0.3223,,,
13062,12669,10472,9280,0.2202,,,,4008,5046,4805,3644,0.3708,,,
12771,12339,10135,9019,0.2202,,,,4088,5113,4874,3703,0.3334,,,
12314,12027,9942,8818,0.2202,,,,4162,5232,5002,3782,0.2944,,,
12091,11635,9591,8543,0.2202,,,,4233,5382,5105,3818,0.3086,,,
11710,11359,9416,8341,0.2202,,,,4271,5484,5205,3934,0.3573,,,
11461,11053,9086,8151,0.2202,,,,4397,5585,5402,3976,0.2722,,,
11110,10755,8886,7906,0.2202,,,,4454,5751,5449,4065,0.2961,,,
10838,10390,8664,7680,0.2202,,,,4536,5873,5660,4190,0.3162,,,
10525,10172,8404,7418,0.2202,,,,4653,5969,5761,4312,0.1898,,,
10322,9891,8238,7283,0.2202,,,,4709,6135,5806,4299,0.269,,,
10030,9685,8015,7116,0.2202,,,,4800,6245,6019,4420,0.2464,,,
9784,9410,7847,6935,0.2202,,,,4936,6441,6130,4546,0.1812,,,
9546,9235,7722,6756,0.2202,,,,5020,6607,6287,4610,0.1838,,,
9309,8935,7491,6613,0.3581,,,,5146,6761,6428,4682,0.1734,,,
9081,8798,7291,6402,0.3908,,,,5199,6880,6576,4788,0.175,,,
8963,8645,7137,6353,0.2784,,,,5340,7082,6765,4958,0.1687,,,
8686,8360,6981,6183,0.3312,,,,5482,7322,6942,5001,0.125,,,
8493,8140,6827,6087,0.2776,,,,5581,7507,7152,5101,0.1221,,,
8320,7956,6693,5918,0.2763,,,,5665,7580,7296,5230,0.1102,,,
8082,7756,6527,5751,0.3199,,,,5762,7803,7472,5371,0.1416,,,
7852,7567,6396,5650,0.3609,,,,5922,8038,7771,5506,0.1025,,,
7770,7419,6212,5589,0.2381,,,,6082,8195,7915,5617,0.0657,,,
7598,7274,6154,5406,0.24,,,,6212,8393,8142,5737,0.0516,,,
7398,7064,6000,5323,0.2135,,,,6251,8688,8367,5908,0.1166,,,
7247,6930,5901,5211,0.2927,,,,6494,8863,8617,6025,0.0016,,,
7073,6755,5740,5156,0.3181,,,,6588,9142,8810,6184,0.0815,,,
6934,6643,5627,4994,0.2668,,,,6762,9435,9083,6405,0.0599,,,
6790,6551,5521,4900,0.2657,,,,6890,9654,9332,6498,0.0515,,,
6659,6317,5438,4847,0.2306,,,,7124,9960,9572,6674,0,,,
6531,6207,5328,4768,0.2735,,,,7224,10309,9849,6866,0.0241,,,
6349,6093,5222,4639,0.3497,,,,7464,10570,10083,7028,0.0017,,,
6247,5989,5151,4581,0.3141,,,,7638,10851,10461,7251,0.0368,,,
6107,5816,5066,4494,0.3602,,,,7890,11168,10749,7420,0.0368,,,
6002,5738,4920,4442,0.2614,,,,8130,11525,11127,7664,0.0368,,,
5907,5634,4837,4331,0.255,,,,8263,11859,11402,7853,0.0368,,,
5795,5539,4815,4268,0.2344,,,,8526,12153,11857,8164,0.0368,,,
5693,5426,4747,4222,0.2425,,,,8745,12598,12179,8343,0.0368,,,
5598,5369,4615,4155,0.3061,,,,8998,13034,12584,8702,0.0368,,,
5413,5211,4514,4117,0.4176,,,,9318,13570,13067,8975,0.0368,,,
5344,5115,4478,4016,0.3116,,,,9572,13905,13397,9225,0.0368,,,
5264,5057,4365,3955,0.3704,,,,9780,14357,13880,9492,0.0368,,,
5193,4992,4314,3933,0.2409,,,,10056,14847,14352,9798,0.0368,,,
5142,4971,4322,3911,0.2416,,,,10379,15420,14856,10212,0.0368,,,
5012,4815,4243,3862,0.3415,,,,10784,15968,15473,10568,0.0368,,,
4977,4771,4206,3798,0.2843,,,,11002,16428,15850,10781,0.0368,,,
4901,4692,4129,3703,0.2771,,,,11392,16954,16423,11180,0.0368,,,
4782,4608,4059,3685,0.3292,,,,11773,17603,16950,11607,0.0368,,,
4724,4562,4021,3671,0.3582,,,,12132,18124,17493,11887,0.0368,,,
4622,4504,4013,3609,0.3746,,,,12503,18786,18141,12295,0.0368,,,
4558,4409,3950,3577,0.4303,,,,12759,19378,18699,12841,0.0368,,,
4564,4381,3878,3575,0.1286,,,,13283,20018,19353,13263,0.0368,,,
4501,4317,3871,3503,0.1978,,,,13742,20837,20168,13818,0.0368,,,
4381,4237,3783,3465,0.3619,,,,14116,21517,20874,14351,0.0368,,,
4387,4151,3740,3388,0.1948,,,,14509,22206,21424,14731,0.0368,,,
4272,4160,3698,3426,0.3031,,,,15021,22820,22296,15198,0.0368,,,
4251,4110,3690,3366,0.239,,,,15521,23561,23126,15723,0.0368,,,
4190,4062,3597,3341,0.2685,,,,16055,24481,23923,16377,0.0368,,,
4144,4025,3601,3282,0.2606,,,,16534,25374,24806,16871,0.0368,,,
4049,3940,3556,3281,0.3248,,,,16953,26233,25710,17557,0.0368,,,
4111,3906,3549,3266,0,,,,17554,27159,26637,18220,0.0368,,,
3944,3844,3487,3250,0.3578,,,,18295,28248,27705,19028,0.0368,,,
3954,3827,3485,3188,0.3012,,,,18926,29339,28691,19796,0.0368,,,
3851,3783,3427,3162,0.4358,,,,19532,30359,29817,20424,0.0368,,,
3904,3784,3436,3194,0.0652,,,,20258,31496,30839,21260,0.0368,,,
3805,3691,3361,3114,0.2512,,,,20937,32714,32167,22226,0.0368,,,
3760,3652,3334,3113,0.3327,,,,21634,33771,33269,22930,0.0368,,,
3722,3630,3305,3146,0.3155,,,,22362,35053,34371,23837,0.0368,,,
3722,3556,3295,3060,0.1671,,,,23057,36255,35661,24820,0.0368,,,
3650,3568,3266,3020,0.3468,,,,23865,37622,37026,25641,0.0368,,,
3578,3523,3221,3037,0.4298,,,,24712,39065,38480,26785,0.0368,,,
3569,3520,3236,2982,0.3553,,,,25671,40408,39932,27813,0.0368,,,
3551,3463,3215,2995,0.3073,,,,26481,41909,41524,28936,0.0368,,,
3530,3415,3178,2966,0.2407,,,,27488,43349,43161,30008,0.0368,,,
3460,3387,3127,2966,0.431,,,,28435,45016,44689,31159,0.0368,,,
3429,3314,3130,2912,0.4379,,,,29332,46481,46350,32343,0.0368,,,
3414,3321,3121,2929,0.3778,,,,30546,48376,48009,33906,0.0368,,,
3398,3315,3078,2874,0.3159,,,,31707,50247,49964,35292,0.0368,,,
3327,3294,3057,2913,0.4248,,,,32730,51960,51875,36531,0.0368,,,
3237,3261,3055,2896,1,,,,33941,53603,53826,38008,0.0368,,,
3278,3220,3042,2852,0.4087,,,,35164,55415,55846,39262,0.0368,,,
3230,3208,2998,2834,0.7853,,,,36457,57341,57901,40719,0.0368,,,
,,,,,,,,37859,59347,60124,42356,0.0368,,,
